"number","title","pageid","namespace","length","touched"
"8278","Weed_control","246674","","31556","20260225011852"
"8279","Thalassocracy","246701","","24123","20260503211939"
"8280","Ekeko","246703","","8995","20251219011039"
"8281","Free_Standards_Group","246755","","4945","20260426015914"
"8282","Forage","246828","","7734","20250928235254"
"8283","CARE_International","246892","","44638","20260425201127"
"8284","Triple_Crown_of_Cycling","246893","","22191","20260201163956"
"8285","Visa_Inc.","246920","","128541","20260504141912"
"8286","Skysurfing","246949","","10074","20260424171136"
"8287","Canterbury_scene","246972","","7057","20250928032611"
"8288","Cookbook","246991","","45512","20260504011906"
"8289","Flag_of_the_Philippines","246996","","88059","20260508180043"
"8290","Civil_service_entrance_examination","247000","","2885","20260302130351"
"8291","Mask","247083","","74188","20260314033214"
"8292","Bullfighter","247089","","14708","20260327134327"
"8293","Illustration","247107","","15724","20260505100556"
"8294","Counterstereotype","247134","","20564","20251213192456"
"8295","Music_of_Sudan","247135","","71776","20260423231511"
"8296","Music_of_the_Americas","247187","","1130","20260421140339"
"8297","Extended_family","247274","","21910","20260330120612"
"8298","Adult_entertainment","247292","","152","20241009132217"
"8299","Physiognomy","247335","","47078","20260305115226"
"8300","Bible_Belt","247364","","66518","20260507051919"
"8301","Hymnwriter","247380","","6812","20250720184947"
"8302","Can't_Stop_(board_game)","247553","","8108","20260105233343"
"8303","Dzong_architecture","247578","","12389","20260504191739"
"8304","Public_lending_right","247585","","10917","20260508184334"
"8305","Benedict_Jablonski","247690","","1413","20260105222108"
"8306","Dreams_(1990_film)","247709","","33964","20260505135654"
"8307","Universal_translator","247712","","24180","20250915163433"
"8308","Music_of_Egypt","247746","","22577","20260327002847"
"8309","List_of_mass_panic_cases","247836","","49657","20260303161236"
"8310","Changanassery","247868","","18832","20260503184734"
"8311","Pre-flashing","247869","","996","20250717193954"
"8312","Terra_nullius","247874","","67546","20260507221618"
"8313","Stand_and_Sing_of_Zambia,_Proud_and_Free","247886","","8857","20260228082119"
"8314","Tiến_quân_ca","247888","","25449","20260321235101"
"8315","Gloria_al_Bravo_Pueblo","247892","","12802","20251223061226"
"8316","Pontifical_Hymn","247895","","11129","20260416191510"
"8317","Yumi,_Yumi,_Yumi","247896","","5111","20260222071757"
"8318","National_anthem_of_Ukraine","247903","","55397","20260426060039"
"8319","Tuvalu_mo_te_Atua","247905","","5715","20260222071745"
"8320","Wadden_Sea_National_Parks","247993","","2776","20251001094809"
"8321","Flag_of_Northern_Ireland","248143","","28045","20260423194355"
"8322","Gaia_hypothesis","248189","","77475","20260423003002"
"8323","Asphodelus","248200","","11338","20260116070200"
"8324","Division_(sport)","248295","","6827","20250215154121"
"8325","Art_car","248315","","9742","20260315094440"
"8326","Black_Mass","248567","","35389","20260428071216"
"8327","Asymptotic_equipartition_property","248710","","23277","20260310205432"
"8328","Typical_set","248717","","11374","20260127143309"
"8329","Bambi_Meets_Godzilla","248760","","9259","20260423165647"
"8330","Fraxinus_excelsior","248795","","31874","20260408045934"
"8331","Herbert_Spencer","248859","","81003","20260501154813"
"8332","Our_Lady_of_Fátima","248866","","107129","20260502073726"
"8333","Wreath","249314","","34218","20260216205911"
"8334","Mirepoix","249326","","15726","20260426225458"
"8335","Alal","249328","","1991","20251026085917"
"8336","Lamashtu","249343","","9611","20260509004858"
"8337","Torc","249405","","27509","20260328171517"
"8338","Greco-Roman_religion","249409","","2668","20251201142440"
"8339","Lu_Haodong","249448","","4882","20260425010101"
"8340","Tibetans","249458","","55235","20260424173157"
"8341","Ishe_Komborera_Africa","249461","","13825","20260222123725"
"8342","2004_in_music","249465","","142255","20260428125131"
"8343","Open_Source_Development_Labs","249473","","4823","20260426211256"
"8344","List_of_decorative_stones","249527","","11895","20260420002450"
"8345","Tulu_language","249606","","76251","20260509130715"
"8346","Tack_(sailing)","249658","","4154","20250410191248"
"8347","Kassaman","249957","","21533","20260412012620"
"8348","Amerika_Samoa","249973","","3925","20260222071831"
"8349","El_gran_Carlemany","249976","","13966","20260412013006"
"8350","Angola_Avante","249980","","14441","20260412013055"
"8351","Fair_Antigua,_We_Salute_Thee","249986","","7220","20260502190611"
"8352","Custody_and_repatriation","249988","","7993","20260508031105"
"8353","Child_sexuality","250193","","43333","20260317232809"
"8354","Runabout_(boat)","250252","","6610","20260108203822"
"8355","Monolingual_learner's_dictionary","250260","","6157","20251216231112"
"8356","Six_Flags_Great_Adventure","250296","","109368","20260422115625"
"8357","Elizabeth_Siddal","250355","","85416","20260325061015"
"8358","Gartner","250363","","33195","20260427163342"
"8359","Bielefeld_conspiracy","250420","","18136","20260305180229"
"8360","Chain_stitch","250429","","9885","20260316084735"
"8361","Generative_art","250466","","37978","20260430053139"
"8362","Mer_Hayrenik","250516","","21762","20260509023736"
"8363","Amar_Sonar_Bangla","250524","","41654","20260507043108"
"8364","National_anthem_of_Belarus","250527","","27867","20260306164216"
"8365","L'Aube_nouvelle","250532","","8213","20260222121944"
"8366","Free_love","250548","","50624","20260407024830"
"8367","Vacutainer","250556","","8321","20250603033149"
"8368","Souvlaki","250558","","13225","20260407093438"
"8369","Mass_media_in_China","250649","","87561","20260505011535"
"8370","Anglosphere","250762","","36452","20260507040127"
"8371","Jersey_Devil","250771","","45071","20260503053919"
"8372","Divine_command_theory","250856","","32618","20260211043616"
"8373","Media_circus","250945","","50719","20260509020227"
"8374","Gardena_(company)","250970","","4529","20250916012723"
"8375","Folklorama","250994","","10080","20250816174040"
"8376","Tongue_splitting","251007","","13229","20251029043357"
"8377","Cauldron","251033","","8960","20260329005035"
"8378","Chalice","251034","","19318","20260403032951"
"8379","Piru_(spirit)","251058","","2138","20260430002246"
"8380","Glass-ceramic","251061","","28360","20260413002205"
"8381","National_anthem_of_Bolivia","251107","","24957","20260131142927"
"8382","Fatshe_leno_la_rona","251114","","16903","20260224022328"
"8383","Brazilian_National_Anthem","251118","","25564","20251226111043"
"8384","Ditanyè","251129","","11068","20260507191328"
"8385","Burundi_Bwacu","251134","","7287","20260419122449"
"8386","Bât_Nôkôr_Réach","251154","","11753","20260222035438"
"8387","O_Cameroon,_Cradle_of_Our_Forefathers","251157","","12903","20260329092040"
"8388","Beloved_Isle_Cayman","251161","","4656","20260416130529"
"8389","La_Renaissance","251163","","6345","20260222121606"
"8390","La_Tchadienne","251165","","9787","20260404002403"
"8391","Umodja_Wa_Massiwa","251179","","11017","20260224040634"
"8392","The_Watchtower","251224","","17793","20260326133457"
"8393","Awake!","251225","","13061","20260314205911"
"8394","Emil_Cioran","251240","","33175","20260505233124"
"8395","Qixi_Festival","251291","","19951","20260404031240"
"8396","Sliced_bread","251320","","14734","20260507220752"
"8397","The_Hotel_New_Hampshire","251355","","17536","20260318040143"
"8398","Autoclave","251401","","26429","20251129201554"
"8399","Asherah","251443","","59703","20260430234950"
"8400","Brights_movement","251456","","16980","20260412154138"
"8401","Weather_gage","251475","","5535","20260123124228"
"8402","Lijepa_naša_domovino","251528","","14335","20260326164027"
"8403","They_think_it's_all_over","251550","","4487","20260120115436"
"8404","Italian_Communist_Party","251561","","61009","20260504183155"
"8405","Zahi_Hawass","251567","","81763","20260427043025"
"8406","Baker","251613","","22093","20260304165326"
"8407","Culture_of_Bulgaria","251620","","42639","20260222204231"
"8408","Geert_Hofstede","251635","","30854","20260330125002"
"8409","Fons_Trompenaars","251637","","10390","20260407131931"
"8410","Arabic_music","251740","","50890","20260507072539"
"8411","Evil_eye","251794","","84753","20260428035725"
"8412","Innis_College,_Toronto","251826","","15200","20260422230139"
"8413","Luxury_car","251887","","89512","20260425001519"
"8414","Catchphrase","251944","","5766","20260325195548"
"8415","Blowgun","251951","","23660","20260126030834"
"8416","Dehumidifier","251975","","32147","20260320052559"
"8417","Language_technology","252008","","3994","20260506180410"
"8418","Don_Juan","252113","","24384","20260330064639"
"8419","Food_science","252137","","17925","20260323032517"
"8420","Brunost","252336","","17929","20260128181408"
"8421","Canada's_Walk_of_Fame","252381","","15244","20251021071654"
"8422","Debout_Congolais","252444","","7068","20260505051430"
"8423","La_Congolaise","252448","","5001","20260222121544"
"8424","National_anthem_of_Costa_Rica","252454","","23786","20250722144513"
"8425","L'Abidjanaise","252457","","11785","20260309115252"
"8426","La_Bayamesa","252467","","10446","20260118224146"
"8427","Fairtrade_International","252491","","14896","20250623132338"
"8428","Kyle_Broflovski","252544","","43295","20260425025255"
"8429","Acculturation","252569","","66365","20260422135044"
"8430","Diabolo","252653","","28593","20251214010044"
"8431","Latin_Monetary_Union","252683","","24591","20260101002522"
"8432","Wheelbarrow","252725","","21581","20260420210655"
"8433","Taps_(bugle_call)","252748","","25981","20260502083158"
"8434","Ligne_claire","252919","","8782","20260429052653"
"8435","Lunfardo","252924","","18829","20260311203217"
"8436","Method_of_Fluxions","252953","","5975","20250421221320"
"8437","Old_wives'_tale","252958","","2792","20260127162150"
"8438","Mobile_Suit_Victory_Gundam","253047","","15675","20260218184429"
"8439","Mobile_Fighter_G_Gundam","253053","","95089","20260422230155"
"8440","Turn_A_Gundam","253055","","23024","20260504222229"
"8441","Mobile_Suit_Gundam_SEED","253056","","75428","20260413014121"
"8442","Fancy_Lala","253113","","15558","20260418013610"
"8443","Local_churches_(affiliation)","253157","","19782","20260329152027"
"8444","RedLibre","253189","","6643","20260421135214"
"8445","Exhibitionism","253192","","28944","20260508125129"
"8446","Gualichu","253194","","1830","20210604200100"
"8447","Freetown_Christiania","253228","","48980","20260427200158"
"8448","Footballer","253246","","177","20260124052032"
"8449","Linguistic_imperialism","253283","","38319","20260502230856"
"8450","Defender_of_the_Faith","253297","","18478","20260203233835"
"8451","Xungen_movement","253325","","2975","20260219181325"
"8452","Council","253407","","5613","20260417110458"
"8453","Phil_McGraw","253413","","73354","20260409231849"
"8454","Collective_bargaining","253421","","24820","20260204053045"
"8455","Cabiria","253511","","24749","20260424122348"
"8456","Implied_volatility","253568","","15927","20260325182056"
"8457","Moneyness","253578","","22255","20260110230505"
"8458","Paige_automobile","253613","","6192","20260212121319"
"8459","George_Costanza","253628","","39114","20260508165607"
"8460","Sword-and-sandal","253655","","108473","20260426172627"
"8461","Black_Jack_(manga)","253746","","66224","20260425160454"
"8462","Chukchi_language","253747","","34207","20260428070949"
"8463","Flag_of_Liberia","253761","","17257","20260508173857"
"8464","Marc-Vivien_Foé","253764","","28644","20260426142533"
"8465","Number_One_Dime","253783","","203","20230523170900"
"8466","R-value_(insulation)","253849","","61309","20260508012516"
"8467","Princess_Tutu","253900","","20805","20260219201645"
"8468","Exogamy","253933","","10023","20251019181749"
"8469","Nad_Tatrou_sa_blýska","253946","","18139","20260127024212"
"8470","Linati_schema_for_Ulysses","254047","","7690","20260127210512"
"8471","Rumor","254054","","14965","20260328074717"
"8472","Five-second_rule","254058","","11179","20260422035247"
"8473","Pierce-Arrow_Motor_Car_Company","254065","","24134","20260412003752"
"8474","2003_in_sports","254079","","30118","20251226222929"
"8475","Dizzy_(series)","254105","","47621","20260125134631"
"8476","Chimney_sweep","254206","","35640","20260312092743"
"8477","Lists_of_legendary_creatures","254257","","3997","20251105155957"
"8478","Stan_Marsh","254271","","30600","20260420150929"
"8479","Cord_(automobile)","254290","","18293","20250915083625"
"8480","Public_space","254328","","25889","20260413055641"
"8481","Harry_Potter_and_the_Prisoner_of_Azkaban","254498","","39901","20260428042425"
"8482","Villain","254515","","29874","20260426000056"
"8483","Seinen_manga","254598","","21535","20260426175105"
"8484","Shtick","254607","","3624","20251023074717"
"8485","Hustler_(magazine)","254637","","39011","20260508163129"
"8486","Murder_of_Gregory_Glenn_Biggs","254658","","12772","20250617133318"
